"","event","tournament","gender","pts","division","win","judge_gender","round","year"
"27482","PF","mcgov",0,26,"JV",0,1,"prelim",2018
"27492","PF","yankton",NA,27,"V",1,1,"prelim",2019
"27502","PF","novice",1,27,"N",0,1,"prelim",2019
"27512","PF","sweet",1,28,"V",0,1,"prelim",2018
"27522","PF","gec",1,NA,"JV",1,1,"prelim",2021
"27532","PF","bell",0,26,"N",1,1,"prelim",2018
"27542","PF","bell",0,26,"N",0,1,"prelim",2015
"27552","PF","bell",0,27,"N",1,1,"prelim",2018
"27562","PF","warrior",0,27,"JV",1,1,"prelim",2020
"27572","PF","novice",0,27,"N",0,1,"prelim",2017
"27582","PF","harrisburg",1,29,"N",1,1,"prelim",2021
"27592","PF","mcgov",0,25,"N",0,1,"prelim",2018
"27602","PF","gec",1,NA,"N",0,1,"prelim",2021
"27612","PF","novice",0,28.5,"N",0,1,"prelim",2019
"27622","PF","bell",1,24,"N",0,1,"prelim",2018
"27632","PF","sweet",0,28,"N",0,1,"prelim",2019
"27642","PF","fiesta",1,28,"V",1,1,"prelim",2021
"27652","PF","novice",0,27,"N",1,1,"prelim",2019
"27672","PF","yankton",1,27,"V",1,1,"prelim",2019
"27682","PF","yankton",NA,29,"V",1,1,"prelim",2022
"27692","PF","bell",1,25,"N",0,1,"prelim",2020
"27702","PF","novice",1,29,"N",0,1,"prelim",2020
"27712","PF","gec",0,29,"V",1,1,"prelim",2020
"27722","PF","yankton",0,27,"V",0,1,"prelim",2022
"27732","PF","gec",1,28,"V",1,1,"prelim",2020
"27742","PF","cfc",0,27.3,"V",1,1,"prelim",2021
"27752","PF","sweet",0,28,"V",0,1,"prelim",2019
"27762","PF","yankton",1,NA,"N",0,1,"elim",2019
"27772","PF","mcgov",1,30,"V",0,1,"prelim",2019
"27782","PF","fiesta",0,26,"N",1,1,"prelim",2021
"27812","PF","mcgov",1,27,"N",1,1,"prelim",2019
"27832","PF","yankton",1,27,"N",1,1,"prelim",2020
"27842","PF","cfc",1,28,"V",0,1,"prelim",2020
"27852","PF","yankton",1,28,"N",1,1,"prelim",2021
"27862","PF","mcgov",1,29,"V",0,1,"prelim",2016
"27872","PF","novice",1,28,"N",0,1,"prelim",2018
"27882","PF","mcgov",0,28,"V",0,1,"prelim",2016
"27892","PF","bell",0,26,"N",0,1,"prelim",2018
"27902","PF","yankton",0,28,"V",1,1,"prelim",2019
"27912","PF","cfc",0,29,"V",1,1,"prelim",2020
"27922","PF","bell",0,29,"V",1,1,"prelim",2021
"27932","PF","bell",1,29,"V",1,1,"prelim",2021
"27942","PF","sweet",1,NA,"N",0,1,"elim",2018
"27952","PF","silver",1,26,"N",0,1,"prelim",2016
"27962","PF","silver",1,28,"V",0,1,"prelim",2020
"27982","PF","bell",1,29,"JV",0,1,"prelim",2021
"27992","PF","cfc",1,29,"V",1,1,"prelim",2020
"28022","PF","warrior",1,28,"V",0,1,"prelim",2020
"28032","PF","novice",0,28,"N",1,1,"prelim",2018
"28042","PF","harrisburg",0,28,"V",1,1,"prelim",2016
"28052","PF","gec",NA,NA,"N",1,1,"prelim",2021
"28072","PF","bell",NA,30,"N",1,1,"prelim",2020
"28082","PF","fiesta",0,29,"N",0,0,"prelim",2021
"28092","PF","mcgov",1,28,"V",0,0,"prelim",2021
"28102","PF","fiesta",0,28,"V",0,0,"prelim",2022
"28192","PF","gec",0,28.5,"JV",1,0,"prelim",2020
"28222","PF","yankton",1,30,"N",1,0,"prelim",2021
"28242","PF","yankton",0,29.5,"N",1,0,"prelim",2021
"28252","PF","harrisburg",1,30,"V",1,0,"prelim",2021
"28262","PF","yankton",0,28,"N",1,0,"prelim",2021
"28272","PF","jeff",0,27.5,"V",0,0,"prelim",2021
"28282","PF","jeff",0,27,"N",0,0,"prelim",2021
"28292","PF","jeff",1,29,"V",1,0,"prelim",2021
"28302","PF","mcgov",0,29,"V",1,0,"prelim",2021
"28332","PF","jeff",0,28,"V",0,0,"prelim",2021
"28352","PF","fiesta",1,27,"N",0,0,"prelim",2022
"28362","PF","fiesta",0,29,"N",1,0,"prelim",2022
"28372","PF","warrior",0,29,"JV",0,0,"prelim",2020
"28382","PF","cfc",0,29,"N",0,0,"prelim",2015
"28392","PF","yankton",1,27,"N",0,0,"prelim",2021
"28402","PF","novice",0,29,"N",1,0,"prelim",2021
"28413","PF","novice",0,28,"N",0,0,"prelim",2021
"28422","PF","yankton",NA,24,"JV",0,0,"prelim",2021
"28432","PF","cfc",1,30,"N",1,0,"prelim",2015
"28442","PF","harrisburg",1,28,"V",1,0,"prelim",2021
"28452","PF","novice",1,29.5,"N",0,0,"prelim",2021
"28462","PF","warrior",1,29,"JV",1,0,"prelim",2020
"28472","PF","bell",0,28,"N",0,0,"prelim",2021
"28482","PF","cfc",1,26,"N",1,0,"prelim",2015
"28492","PF","novice",0,NA,"N",0,1,"prelim",2015
"28502","PF","novice",1,NA,"N",1,1,"prelim",2015
"28512","PF","novice",0,24,"N",0,1,"prelim",2016
"28522","PF","novice",NA,27,"N",1,1,"prelim",2016
"28532","PF","novice",0,NA,"N",0,1,"prelim",2015
"28542","PF","novice",1,25,"N",0,1,"prelim",2016
"28552","PF","novice",0,24,"N",0,1,"prelim",2016
"28562","PF","novice",0,30,"N",1,1,"prelim",2015
"28572","PF","novice",0,23,"N",0,1,"prelim",2020
"28582","PF","novice",1,20,"N",0,1,"prelim",2020
"28602","PF","novice",1,NA,"N",0,1,"prelim",2015
"28613","PF","sweet",1,27,"N",1,1,"prelim",2021
"28622","PF","novice",1,29,"N",0,1,"prelim",2018
"28632","PF","mcgov",1,29,"V",1,1,"prelim",2019
"28642","PF","sweet",1,29.5,"N",1,1,"prelim",2015
"28652","PF","novice",0,NA,"N",1,1,"prelim",2015
"28662","PF","yankton",1,29,"V",0,1,"prelim",2020
"28672","PF","sweet",1,29,"N",1,1,"prelim",2015
"28682","PF","novice",1,29,"N",1,1,"prelim",2021
"28692","PF","cfc",0,28,"N",0,1,"prelim",2020
"28702","PF","sweet",0,27,"N",1,1,"prelim",2021
"28712","PF","novice",1,NA,"N",0,1,"prelim",2015
"28722","PF","novice",0,26,"N",0,1,"prelim",2015
"28732","PF","mcgov",0,29,"JV",1,1,"prelim",2019
"28742","PF","sweet",0,28,"N",0,1,"prelim",2015
"28752","PF","cfc",1,26,"N",0,1,"prelim",2016
"28762","PF","novice",1,30,"N",1,1,"prelim",2020
"28772","PF","silver",0,29.5,"N",1,1,"prelim",2016
"28782","PF","mcgov",NA,29,"V",1,1,"prelim",2019
"28792","PF","yankton",1,29,"N",0,1,"prelim",2020
"28802","PF","cfc",1,29,"N",0,1,"prelim",2016
"28813","PF","novice",0,27,"N",0,1,"prelim",2021
"28822","PF","silver",0,29,"N",1,1,"prelim",2016
"28832","PF","novice",1,26,"N",0,1,"prelim",2021
"28842","PF","novice",0,27,"N",1,1,"prelim",2015
"28852","PF","sweet",1,29,"N",0,1,"prelim",2015
"28862","PF","yankton",1,30,"N",1,1,"prelim",2020
"28872","PF","novice",NA,24,"N",0,1,"prelim",2021
"28882","PF","novice",0,NA,"N",1,1,"prelim",2015
"28892","PF","novice",0,25,"N",0,NA,"prelim",2019
"28902","PF","yankton",0,28,"N",1,0,"prelim",2022
"28913","PF","cfc",0,28,"N",1,0,"prelim",2017
"28922","PF","harrisburg",0,28.5,"V",0,0,"prelim",2022
"28932","PF","bell",1,29,"JV",1,0,"prelim",2018
"28942","PF","cfc",0,30,"N",1,0,"prelim",2019
"28952","PF","bell",0,30,"V",1,0,"prelim",2020
"28962","PF","harrisburg",1,28,"V",0,0,"prelim",2022
"28972","PF","bell",0,29,"N",1,0,"prelim",2020
"28982","PF","gec",0,28,"V",0,0,"prelim",2020
"28992","PF","novice",0,27,"N",0,0,"prelim",2017
"29002","PF","fiesta",1,29,"V",1,0,"prelim",2022
"29013","PF","yankton",0,29,"V",0,0,"prelim",2022
"29022","PF","bell",0,28,"N",0,0,"prelim",2018
"29032","PF","harrisburg",1,28.5,"JV",0,0,"prelim",2022
"29042","PF","bell",0,28,"N",0,0,"prelim",2018
"29052","PF","bell",1,27.5,"N",0,0,"prelim",2020
"29062","PF","cfc",1,28,"N",1,0,"prelim",2017
"29072","PF","gec",0,29,"V",0,0,"prelim",2020
"29082","PF","gec",0,29,"V",0,0,"prelim",2020
"29092","PF","bell",1,28,"N",1,0,"prelim",2018
"29102","PF","yankton",1,28,"V",0,0,"prelim",2022
"29113","PF","novice",NA,NA,"N",0,0,"prelim",2016
"29122","PF","cfc",0,28,"N",0,0,"prelim",2017
"29132","PF","harrisburg",0,28.5,"V",0,0,"prelim",2022
"29142","PF","novice",0,29,"N",1,1,"prelim",2021
"29152","PF","novice",1,28,"N",1,1,"prelim",2021
"29162","PF","novice",1,28,"N",0,1,"prelim",2021
"29172","PF","novice",0,27,"N",0,1,"prelim",2021
"29182","PF","novice",NA,NA,"N",1,1,"prelim",2020
"29192","PF","novice",1,28,"N",1,1,"prelim",2021
"29212","PF","novice",0,27,"N",0,1,"prelim",2020
"29232","PF","novice",1,28,"N",0,1,"prelim",2021
"29242","PF","yankton",0,26,"N",0,1,"prelim",2021
"29252","PF","yankton",1,26,"N",0,1,"prelim",2021
"29313","PF","warrior",0,26,"JV",0,1,"prelim",2020
"29322","PF","warrior",0,26,"JV",0,1,"prelim",2020
"29332","PF","gec",1,25,"V",0,1,"prelim",2020
"29342","PF","novice",0,27,"N",0,1,"prelim",2018
"29352","PF","LINCOLN COUNTY QUARREL",0,29,NA,1,1,"prelim",2017
"29362","PF","novice",1,29,"N",1,1,"prelim",2019
"29372","PF","novice",1,26,"N",1,1,"prelim",2018
"29382","PF","novice",0,28.9,"N",1,1,"prelim",2019
"29392","PF","yankton",0,29.8,"N",1,1,"prelim",2019
"29402","PF","novice",1,29,"N",1,1,"prelim",2018
"29413","PF","yankton",0,28.2,"N",0,1,"prelim",2019
"29422","PF","novice",0,30,"N",1,1,"prelim",2019
"29432","PF","sweet",0,28.9,"N",1,1,"prelim",2017
"29442","PF","novice",1,30,"N",1,1,"prelim",2019
"29452","PF","LINCOLN COUNTY QUARREL",1,25,NA,0,1,"prelim",2017
"29462","PF","LINCOLN COUNTY QUARREL",1,26,NA,0,1,"prelim",2017
"29472","PF","novice",1,28,"N",1,1,"prelim",2018
"29482","PF","yankton",1,27.2,"N",1,1,"prelim",2019
"29492","PF","novice",0,29.8,"N",1,1,"prelim",2019
"29502","PF","sweet",1,26.7,"N",1,1,"prelim",2017
"29513","PF","yankton",NA,27.5,"N",1,1,"prelim",2019
"29522","PF","novice",1,26,"N",0,1,"prelim",2017
"29532","PF","novice",1,29.1,"N",0,1,"prelim",2019
"29542","PF","novice",0,30,"N",1,1,"prelim",2019
"29552","PF","novice",1,29.2,"N",1,1,"prelim",2019
"29562","PF","novice",1,29.2,"N",0,1,"prelim",2019
"29572","PF","novice",NA,27,"N",0,1,"prelim",2018
"29582","PF","mcgov",0,28,"N",1,0,"prelim",2018
"29592","PF","novice",1,29,"N",1,0,"prelim",2020
"29612","PF","silver",1,27,"V",0,0,"prelim",2019
"29632","PF","harrisburg",0,NA,"N",1,0,"prelim",2017
"29642","PF","yankton",0,30,"V",0,0,"prelim",2019
"29652","PF","mcgov",0,27.5,"JV",0,0,"prelim",2018
"29672","PF","novice",1,NA,"N",1,0,"prelim",2015
"29682","PF","novice",NA,28,"N",0,0,"prelim",2016
"29692","PF","mcgov",0,20,"N",0,0,"prelim",2018
"29702","PF","yankton",0,29,"V",0,0,"prelim",2019
"29712","PF","silver",0,28.5,"JV",1,0,"prelim",2018
"29742","PF","novice",1,NA,"N",1,0,"prelim",2020
"29752","PF","bell",1,27,"JV",1,0,"prelim",2017
"29792","PF","mcgov",1,29.5,"JV",1,0,"prelim",2018
"29842","PF","novice",0,28,"N",1,0,"prelim",2016
"29882","PF","bell",1,27,"JV",0,0,"prelim",2018
"29892","PF","harrisburg",1,27,"N",0,0,"prelim",2017
"29912","PF","silver",0,27,"JV",0,0,"prelim",2018
"29922","PF","novice",1,30,"N",1,0,"prelim",2021
"29942","PF","novice",0,28,"N",0,0,"prelim",2016
"29952","PF","novice",1,28,"N",1,0,"prelim",2016
"30012","PF","novice",0,NA,"N",1,0,"prelim",2015
"30022","PF","mcgov",1,25,"N",0,0,"prelim",2018
"30032","PF","novice",1,28,"N",1,0,"prelim",2016
"30042","PF","sweet",1,29,"V",1,0,"prelim",2018
"30052","PF","cfc",0,29.5,"V",1,0,"prelim",2019
"30062","PF","harrisburg",0,26,"N",0,0,"prelim",2019
"30072","PF","bell",1,27,"V",1,0,"prelim",2018
"30092","PF","cfc",NA,27,"N",0,0,"prelim",2019
"30122","PF","harrisburg",1,28,"V",0,0,"prelim",2017
"30132","PF","yankton",0,28.5,"V",1,0,"prelim",2019
"30152","PF","yankton",NA,27,"N",0,0,"prelim",2019
"30162","PF","harrisburg",0,29.8,"V",1,0,"prelim",2019
"30182","PF","bell",1,28,"JV",1,0,"prelim",2017
"30192","PF","harrisburg",1,29,"V",1,0,"prelim",2017
"30222","PF","novice",1,27,"N",0,0,"prelim",2015
"30242","PF","sweet",1,25.5,"N",0,0,"prelim",2018
"30282","PF","silver",1,28.5,"V",1,0,"prelim",2019
"30292","PF","novice",1,27,"N",0,0,"prelim",2021
"30302","PF","novice",0,NA,"N",1,0,"prelim",2015
"30322","PF","novice",1,28,"N",1,0,"prelim",2021
"30332","PF","bell",0,27,"JV",1,0,"prelim",2017
"30342","PF","bell",0,28,"JV",0,0,"prelim",2017
"30352","PF","bell",1,27,"V",0,0,"prelim",2018
"30382","PF","cfc",1,27,"V",1,0,"prelim",2017
"30392","PF","novice",0,NA,"N",0,0,"prelim",2015
"30402","PF","bell",0,30,"V",1,0,"prelim",2018
"30422","PF","cfc",0,25,"N",0,0,"prelim",2019
"30432","PF","harrisburg",0,25,"N",1,0,"prelim",2019
"30442","PF","silver",0,29,"V",0,0,"prelim",2018
"30452","PF","harrisburg",0,30,"N",1,0,"prelim",2016
"30462","PF","cfc",1,28,"N",0,0,"prelim",2016
"30472","PF","harrisburg",1,28,"V",1,0,"prelim",2016
"30482","PF","cfc",1,28,"N",1,0,"prelim",2016
"30492","PF","silver",0,29,"V",1,0,"prelim",2017
"30502","PF","cfc",1,29,"V",1,0,"prelim",2016
"30512","PF","cfc",0,29,"V",0,0,"prelim",2016
"30522","PF","cfc",0,27,"V",0,0,"prelim",2016
"30532","PF","cfc",NA,29,"N",1,0,"prelim",2016
"30542","PF","novice",1,24,"N",0,0,"prelim",2017
"30552","PF","novice",0,24,"N",0,0,"prelim",2016
"30562","PF","silver",1,27,"JV",0,1,"prelim",2016
"30572","PF","silver",1,27,"JV",0,1,"prelim",2016
"30582","PF","silver",0,30,"JV",1,1,"prelim",2016
"30592","PF","silver",0,27,"N",0,1,"prelim",2016
"30602","PF","mcgov",1,27,"N",0,1,"prelim",2021
"30613","PF","mcgov",0,30,"N",1,1,"prelim",2021
"30622","PF","novice",0,27,"N",0,1,"prelim",2019
"30632","PF","novice",0,29,"N",1,1,"prelim",2019
"30642","PF","novice",1,27,"N",0,1,"prelim",2021
"30652","PF","mcgov",0,29,"N",1,1,"prelim",2021
"30662","PF","novice",0,28,"N",1,1,"prelim",2021
"30672","PF","novice",NA,28,"N",1,1,"prelim",2021
"30682","PF","novice",1,29.5,"N",1,1,"prelim",2021
"30692","PF","novice",1,27,"N",1,1,"prelim",2019
"30702","PF","mcgov",0,29,"JV",1,0,"prelim",2019
"30722","PF","silver",1,28,"N",1,0,"prelim",2017
"30732","PF","silver",1,29,"JV",1,0,"prelim",2019
"30752","PF","yankton",0,28,"N",0,0,"prelim",2020
"30762","PF","yankton",0,25,"V",0,0,"prelim",2019
"30772","PF","novice",1,29,"N",1,0,"prelim",2021
"30792","PF","harrisburg",0,29,"V",1,0,"prelim",2020
"30802","PF","bell",0,28,"N",1,0,"prelim",2018
"30813","PF","harrisburg",1,28,"V",0,0,"prelim",2020
"30822","PF","silver",1,28,"N",0,0,"prelim",2017
"30832","PF","sweet",1,28,"N",1,0,"prelim",2019
"30842","PF","novice",NA,29,"N",1,0,"prelim",2021
"30852","PF","bell",0,28,"N",1,0,"prelim",2018
"30862","PF","fiesta",1,28,"N",1,0,"prelim",2021
"30872","PF","sweet",0,27,"N",0,0,"prelim",2019
"30882","PF","mcgov",1,29,"V",0,0,"prelim",2019
"30892","PF","bell",1,26,"N",0,0,"prelim",2018
"30902","PF","yankton",0,28,"V",1,0,"prelim",2020
"30942","PF","sweet",0,26,"V",0,0,"prelim",2019
"30962","PF","silver",0,28,"V",0,0,"prelim",2019
"30982","PF","novice",0,27,"N",0,0,"prelim",2021
"30992","PF","bell",0,27,"N",0,0,"prelim",2018
"31002","PF","mcgov",1,27,"N",0,0,"prelim",2019
"31012","PF","sweet",0,26,"N",0,0,"prelim",2019
"31032","PF","novice",0,30,"N",1,0,"prelim",2021
"31042","PF","novice",0,27.5,"N",1,0,"prelim",2021
"31052","PF","sweet",0,27,"N",0,0,"prelim",2018
"31062","PF","silver",0,28,"N",1,0,"prelim",2019
"31072","PF","yankton",1,28,"N",1,0,"prelim",2019
"31082","PF","sweet",1,28,"N",1,0,"prelim",2018
"31092","PF","sweet",0,27,"N",0,0,"prelim",2018
"31122","PF","harrisburg",0,27,"V",0,0,"prelim",2020
"31132","PF","silver",1,28,"JV",0,0,"prelim",2021
"31142","PF","bell",0,26,"N",0,0,"prelim",2018
"31152","PF","fiesta",0,28,"V",0,0,"prelim",2021
"31172","PF","yankton",1,27,"V",0,0,"prelim",2019
"31202","PF","bell",1,27,"V",0,0,"prelim",2019
"31212","PF","silver",1,28,"JV",0,0,"prelim",2021
"31222","PF","yankton",0,28,"N",0,0,"prelim",2019
"31242","PF","harrisburg",0,28,"V",0,1,"prelim",2016
"31252","PF","harrisburg",0,28,"V",0,1,"prelim",2016
"31312","PF","harrisburg",1,26,"N",0,1,"prelim",2016
"31322","PF","harrisburg",1,29,"N",1,1,"prelim",2016
"31352","PF","bell",1,28,"N",1,1,"prelim",2015
"31432","PF","novice",0,25,"N",0,1,"prelim",2016
"31442","PF","bell",1,26,"N",0,1,"prelim",2015
"31482","PF","bell",0,28,"N",0,1,"prelim",2015
"31592","PF","novice",0,NA,"N",1,1,"prelim",2015
"31602","PF","silver",0,29,"JV",1,NA,"prelim",2018
"31613","PF","silver",1,29,"JV",1,NA,"prelim",2019
"31622","PF","silver",1,28,"JV",1,NA,"prelim",2018
"31632","PF","silver",1,29,"JV",1,NA,"prelim",2017
"31642","PF","silver",0,30,"V",1,NA,"prelim",2019
"31652","PF","novice",1,24,"N",0,NA,"prelim",2015
"31662","PF","silver",0,28,"V",1,NA,"prelim",2018
"31672","PF","cfc",1,29,"N",1,NA,"prelim",2017
"31682","PF","cfc",0,25,"N",1,NA,"prelim",2017
"31692","PF","silver",1,27,"V",0,NA,"prelim",2018
"31702","PF","silver",1,29,"V",0,NA,"prelim",2019
"31712","PF","harrisburg",0,27,"V",0,0,"prelim",2016
"31722","PF","harrisburg",0,25,"N",0,0,"prelim",2016
"31742","PF","novice",1,28,"N",0,0,"prelim",2016
"31752","PF","cfc",NA,27,"V",1,0,"prelim",2017
"31772","PF","sweet",0,26,"N",0,0,"prelim",2018
"31782","PF","sweet",0,27,"N",1,0,"prelim",2018
"31792","PF","cfc",0,27,"V",0,0,"prelim",2017
"31812","PF","silver",1,26,"V",1,0,"prelim",2017
"31842","PF","sweet",1,27,"N",0,0,"prelim",2018
"31892","PF","cfc",1,25,"V",0,0,"prelim",2017
"31922","PF","cfc",0,26,"V",0,0,"prelim",2022
"31932","PF","cfc",1,27,"V",1,0,"prelim",2022
"31952","PF","novice",1,NA,"N",1,0,"prelim",2020
"31972","PF","novice",1,28,"N",0,1,"prelim",2018
"31982","PF","novice",0,21,"N",0,1,"prelim",2018
"31992","PF","novice",0,25,"N",0,1,"prelim",2018
"32002","PF","novice",1,26,"N",0,1,"prelim",2018
"32012","PF","cfc",0,27,"V",0,0,"prelim",2017
"32022","PF","cfc",0,28,"V",1,0,"prelim",2016
"32032","PF","gec",0,28,"N",1,0,"prelim",2020
"32052","PF","harrisburg",1,28,"V",0,0,"prelim",2017
"32062","PF","cfc",1,26,"N",0,0,"prelim",2018
"32072","PF","fiesta",0,28,"N",1,0,"prelim",2021
"32082","PF","bell",0,27,"V",1,0,"prelim",2017
"32092","PF","cfc",1,27,"N",0,0,"prelim",2015
"32102","PF","yankton",0,26,"N",1,0,"prelim",2022
"32113","PF","harrisburg",0,28,"V",0,0,"prelim",2022
"32122","PF","bell",0,29,"V",0,0,"prelim",2017
"32132","PF","bell",1,26,"N",1,0,"prelim",2017
"32142","PF","bell",1,30,"V",1,0,"prelim",2021
"32152","PF","novice",1,22,"N",0,0,"prelim",2021
"32162","PF","cfc",1,29,"N",1,0,"prelim",2015
"32172","PF","cfc",NA,28,"N",1,0,"prelim",2019
"32182","PF","bell",1,27,"N",0,0,"prelim",2021
"32192","PF","mcgov",1,26,"N",0,0,"prelim",2018
"32202","PF","sweet",1,27.5,"V",1,0,"prelim",2017
"32213","PF","cfc",0,28,"N",1,0,"prelim",2016
"32222","PF","mcgov",0,29,"JV",0,0,"prelim",2021
"32232","PF","silver",1,28,"N",1,0,"prelim",2017
"32242","PF","cfc",1,26,"N",0,0,"prelim",2016
"32252","PF","novice",1,28,"N",1,0,"prelim",2021
"32262","PF","mcgov",1,27,"N",1,0,"prelim",2021
"32272","PF","mcgov",1,27,"JV",0,0,"prelim",2018
"32282","PF","novice",0,NA,"N",0,0,"prelim",2020
"32292","PF","yankton",0,26,"V",0,0,"prelim",2019
"32302","PF","cfc",1,27,"N",1,0,"prelim",2016
"32322","PF","sweet",0,26,"V",0,0,"prelim",2017
"32332","PF","cfc",1,28,"N",1,0,"prelim",2015
"32342","PF","bell",1,28,"N",1,0,"prelim",2018
"32352","PF","sweet",0,25.5,"V",0,0,"prelim",2017
"32362","PF","bell",1,27,"JV",1,0,"prelim",2018
"32372","PF","gec",0,27,"JV",0,0,"prelim",2020
"32382","PF","silver",1,26,"JV",0,0,"prelim",2018
"32392","PF","yankton",0,25.5,"V",0,0,"prelim",2019
"32402","PF","mcgov",1,27,"JV",0,0,"prelim",2016
"32422","PF","mcgov",0,24,"N",0,0,"prelim",2018
"32432","PF","yankton",1,28,"V",1,0,"prelim",2021
"32442","PF","sweet",0,27.5,"V",1,0,"prelim",2017
"32452","PF","harrisburg",1,27,"V",0,0,"prelim",2017
"32462","PF","bell",1,27,"N",0,0,"prelim",2021
"32492","PF","yankton",1,26,"V",0,0,"prelim",2022
"32502","PF","silver",1,28,"JV",0,0,"prelim",2021
"32513","PF","mcgov",0,27,"V",0,0,"prelim",2021
"32522","PF","harrisburg",1,28,"JV",1,0,"prelim",2022
"32532","PF","fiesta",0,26,"N",1,0,"prelim",2021
"32542","PF","sweet",1,26,"N",0,0,"prelim",2016
"32552","PF","silver",1,27,"V",0,0,"prelim",2018
"32562","PF","mcgov",0,28,"JV",1,0,"prelim",2016
"32572","PF","bell",1,28,"V",1,0,"prelim",2018
"32582","PF","yankton",1,NA,"N",0,0,"elim",2019
"32592","PF","silver",0,25,"JV",0,0,"prelim",2019
"32602","PF","silver",0,24,"JV",0,0,"prelim",2019
"32613","PF","silver",0,27,"V",0,0,"prelim",2017
"32622","PF","sweet",1,28.6,"N",1,0,"prelim",2018
"32632","PF","yankton",1,28,"V",1,0,"prelim",2019
"32642","PF","bell",1,24,"JV",1,0,"prelim",2017
"32652","PF","mcgov",1,27,"N",1,0,"prelim",2016
"32662","PF","sweet",0,24,"N",1,0,"prelim",2015
"32672","PF","harrisburg",0,28,"V",0,0,"prelim",2017
"32682","PF","harrisburg",0,26,"N",0,0,"prelim",2017
"32692","PF","bell",NA,26,"JV",0,0,"prelim",2021
"32702","PF","bell",1,26,"N",1,0,"prelim",2018
"32712","PF","novice",1,NA,"N",0,0,"prelim",2020
"32722","PF","yankton",0,28,"V",1,0,"prelim",2019
"32732","PF","yankton",0,26,"N",0,0,"prelim",2019
"32752","PF","mcgov",0,28,"N",1,0,"prelim",2018
"32762","PF","sweet",1,24,"N",0,0,"prelim",2015
"32772","PF","mcgov",1,30,"JV",1,0,"prelim",2016
"32782","PF","bell",0,27,"V",1,0,"prelim",2017
"32792","PF","fiesta",0,20,"N",0,0,"prelim",2021
"32802","PF","sweet",0,29.8,"V",1,0,"prelim",2018
"32812","PF","harrisburg",1,30,"V",1,0,"prelim",2019
"32822","PF","sweet",0,26,"N",0,0,"prelim",2015
"32832","PF","mcgov",0,28,"JV",0,0,"prelim",2021
"32852","PF","cfc",1,27,"N",1,0,"prelim",2018
"32862","PF","silver",0,29,"V",1,0,"prelim",2018
"32872","PF","cfc",0,22,"N",0,0,"prelim",2019
"32882","PF","silver",1,28,"JV",1,0,"prelim",2019
"32892","PF","mcgov",0,27,"N",0,0,"prelim",2018
"32902","PF","cfc",1,26,"N",0,0,"prelim",2019
"32912","PF","novice",1,NA,"N",0,0,"prelim",2020
"32932","PF","bell",0,28,"V",1,0,"prelim",2017
"32952","PF","harrisburg",1,27,"V",1,0,"prelim",2022
"32962","PF","yankton",1,27,"V",1,0,"prelim",2019
"32982","PF","yankton",0,28,"V",0,0,"prelim",2019
"32992","PF","silver",0,28,"N",0,0,"prelim",2019
"33002","PF","sweet",0,22,"N",0,0,"prelim",2015
"33013","PF","yankton",1,26,"N",0,1,"prelim",2020
"33022","PF","yankton",1,28,"N",1,1,"prelim",2020
"33032","PF","novice",1,29,"N",1,1,"prelim",2018
"33042","PF","yankton",1,29,"N",1,1,"prelim",2020
"33052","PF","cfc",0,27,"N",0,0,"prelim",2016
"33062","PF","cfc",0,27,"N",0,0,"prelim",2016
"33072","PF","novice",0,26,"N",1,0,"prelim",2015
"33082","PF","silver",1,30,"JV",1,0,"prelim",2015
"33092","PF","silver",0,28,"JV",1,0,"prelim",2015
"33102","PF","yankton",1,28,"V",0,0,"prelim",2022
"33112","PF","yankton",0,28,"N",1,0,"prelim",2020
"33122","PF","yankton",1,27,"N",1,0,"prelim",2020
"33132","PF","LINCOLN COUNTY QUARREL",0,26,NA,0,0,"prelim",2017
"33142","PF","yankton",1,28.5,"N",1,0,"prelim",2020
"33152","PF","yankton",0,28,"N",1,0,"prelim",2022
"33162","PF","yankton",1,29,"N",1,0,"prelim",2022
"33552","PF","novice",0,28,"N",0,1,"prelim",2021
"33562","PF","novice",1,28.5,"N",0,1,"prelim",2021
"33572","PF","harrisburg",NA,29.5,"JV",1,1,"prelim",2022
"33582","PF","novice",1,29,"N",1,1,"prelim",2021
"33592","PF","novice",NA,28,"N",1,1,"prelim",2020
"33602","PF","harrisburg",1,29.9,"JV",1,1,"prelim",2022
"33613","PF","novice",1,29,"N",1,1,"prelim",2020
"33622","PF","novice",0,30,"N",1,1,"prelim",2021
"33632","PF","harrisburg",1,29.5,"JV",1,1,"prelim",2022
"33642","PF","novice",1,30,"N",1,1,"prelim",2021
"33652","PF","harrisburg",0,28,"V",0,0,"prelim",2020
"33662","PF","harrisburg",0,25,"N",1,0,"prelim",2020
"33672","PF","harrisburg",1,28,"N",1,0,"prelim",2020
"33682","PF","harrisburg",1,29,"JV",1,1,"prelim",2022
"33692","PF","mcgov",0,29,"JV",1,1,"prelim",2021
"33702","PF","harrisburg",1,27,"JV",0,1,"prelim",2022
"33732","PF","harrisburg",0,30,"V",1,1,"prelim",2022
"33742","PF","mcgov",1,27,"N",0,1,"prelim",2021
"33752","PF","mcgov",1,29,"JV",1,1,"prelim",2021
"33762","PF","bell",0,27,"N",0,1,"prelim",2015
"33782","PF","harrisburg",1,28,"JV",1,1,"prelim",2022
"33792","PF","bell",1,29,"JV",1,1,"prelim",2015
